price;distance
29480;24891
36999;32212
39900;15149
37998;31724
39800;21803
24995;41346
41775;15017
38397;33769
36991;42548
37995;33373
43000;5621
16487;93169
40994;10969
40000;29312
39708;30495
41692;17391
28997;35543
10900;100600
39998;12082
37888;27406
36892;39778
13500;102281
38999;30577
43000;6262
42320;11135
24597;21217
39700;22370
39977;18340
39577;21745
38587;23637
38988;26208
39488;17540
38923;29799
28000;26191
41793;6330
27980;20974
23995;73555
42187;2496
42320;12414
28900;40068
14977;105007
38944;40577
42997;4665
38777;28098
39885;15620
24980;65393
17995;122144
41595;3746
37989;36486
15900;104892
40000;19448
41885;6833
39974;28260
14249;114718
18995;96998
30777;8579
40990;6314
41983;2737
12595;143472
35988;42603
38490;21153
39888;28400
41000;17052
40478;14753
30939;16123
39900;29900
39890;21435
38232;31629
38275;31604
39995;14202
26500;43204
37991;34454
38950;30191
45999;1201
39988;23891
39995;22895
15993;139127
15395;110705
12840;115583
39700;29446
39990;12835
31995;15203
26990;27376
30583;5851
39995;23352
40901;9813
40991;10898
41807;9216
34900;28925
39490;25800
42998;15262
41888;20037
16625;88362
38888;30812
38988;25980
39598;28572
14995;108433
40980;13492
39890;25458
42890;5130
40900;21926
39980;14687
39900;30651
37998;39818
41932;7027
39971;23235
12995;133372
19660;80601
25645;51746
40000;29286
23000;44629
19250;67143
13999;130461
14997;109935
38998;31224
40990;12089
15995;132746
42730;1300
42500;4250
42500;4250
42500;4250
42500;4250
42500;4250
42500;4250
7977;144428
40288;14756
37991;33056
39994;25988
42320;10093
17495;110854
40900;20608
40990;20003
39998;34496
38000;41997
14040;119336
40835;17372
20000;117955
39999;33353
27552;29873
38777;38706
40965;16194
38250;38412
38498;56
39995;28038
39799;29922
38995;23442
39798;30185
41995;5900
11988;119020
30488;20139
40500;22020
39996;18276
42788;14172
38995;38915
42500;5818
40990;24509
41175;15145
15995;101280
37500;40546
38420;31287
38500;29794
39989;27777
38995;31647
30995;17258
7784;143331
18995;75527
19495;94320
43000;9437
8445;189022
42953;3025
40974;24775
12700;150954
41580;11099
38790;33989
41895;14776
41695;6639
42500;13052
40889;15613
41985;10165
16395;115482
26991;40344
39990;22422
38480;35261
42500;4246
44000;6447
40680;31614
34000;6729
41445;14096
41999;2476
15495;109591
41499;12358
38986;34929
41999;15088
41500;19278
38988;33041
41500;13319
41995;26474
40993;19641
4450;260729
38800;37573
42992;11477
9824;145309
29998;24923
44000;7730
42166;13128
41398;9238
39874;28861
43590;4174
29980;6265
15989;89554
42229;6027
14888;127837
13988;130099
15375;87393
5991;200633
6950;163473
8995;110944
44000;900
40720;27289
40989;30877
39972;30747
29954;24822
14995;119079
13990;131514
39088;35966
39900;41161
42300;7142
41900;11967
38480;31121
18991;96705
41995;11909
37897;14616
40900;21681
30800;7748
42200;10999
19888;95576
42991;19251
42247;9270
28997;26824
41998;17726
40900;25064
43000;11017
39800;29808
41203;24980
41963;14228
42995;5834
42934;7257
41900;20425
44000;3314
41888;13126
40990;26023
16995;62464
41981;19486
40664;26775
40888;19666
43969;3776
33500;9198
41991;13062
5999;178465
43988;8071
40990;30170
43500;11253
42498;18848
14990;87596
40988;15882
16695;110398
27991;35507
43988;8731
16990;81157
33995;7545
40977;32078
6485;212398
43900;5500
43273;7055
39878;46018
40998;20354
40990;33059
41500;19525
17999;95805
39998;38795
43900;6021
42987;11082
43517;4531
43900;6290
14958;99456
37071;38164
42500;9175
43900;6621
43900;6935
43900;7071
44304;8099
42577;20184
43900;7206
40500;34013
42839;13047
42991;24076
16295;118084
43900;7783
42995;23597
14799;134781
41900;18039
38695;50348
44726;6
41499;23220
37391;50025
34900;5202
40995;22017
41679;16009
41399;24003
41900;15175
43754;7343
42998;4620
44000;7190
18500;86057
41803;12161
42992;8717
9693;175103
40888;24485
43500;5817
44960;2937
40480;23495
40888;24689
26898;54083
43998;3716
21698;85558
39995;43811
44900;551
43498;8
43498;91
43498;152
16987;98427
43856;5145
43985;2981
44692;7652
2499;197321
32898;7
44000;11379
34999;7228
44000;11584
16977;90675
15999;125764
41603;34368
8895;160321
39997;43264
14988;120667
18995;82413
41644;25468
41999;23210
40500;29320
38930;48667
43988;17742
21000;48498
16995;80843
43999;6774
41299;28158
35000;10392
13565;112814
45000;2031
42990;18658
43998;7338
43998;7343
42415;17903
30998;43526
40973;35323
41990;29679
43998;7749
36750;2687
40870;5011
3995;110320
42990;22996
38999;22591
13991;102175
44939;3386
44000;15675
16395;116477
44000;15803
28595;29765
44990;9214
41999;15396
33496;35071
40599;37158
43477;7604
39989;39790
43490;11129
41758;24623
34998;5977
46000;1207
32558;43070
12287;123698
35900;4250
41356;33368
46000;1310
44000;16887
17775;91270
44000;9625
46000;1518
41991;18854
42988;4249
44000;17171
15995;122456
8417;198841
44589;3466
44000;17373
41597;27293
13996;121020
43198;5880
43995;3309
26500;64619
46000;2498
44900;5904
16975;90358
44000;9607
42988;15744
44665;9938
41167;39782
15000;121562
42992;15967
44900;6920
24995;45748
42988;18436
43995;6372
43987;11156
17991;102048
25999;48848
43995;6595
46000;4199
42650;22261
32495;42317
45992;9265
44900;7941
46000;4839
41595;26239
42550;24236
46000;5148
46000;5352
13995;107208
41488;28131
41400;49824
46000;5523
46000;5540
21182;57569
46000;5643
43988;5616
46000;5803
46000;5840
46000;5882
46000;5888
45518;3593
46000;5969
46000;5989
46000;6107
46000;6108
45249;6
46000;6231
46000;6236
46000;6253
24995;24075
41988;29773
46000;6434
44000;13781
46000;6493
31998;12627
46000;6672
46000;6778
46000;7041
42198;22749
43995;15161
46000;7468
42992;14697
46000;7507
23997;66585
42900;21052
35848;7302
16395;123861
41995;25847
46000;7767
44477;10877
46000;7921
22988;81847
46000;8039
44445;1435
24700;33705
41995;35356
42888;14498
42995;22727
43998;12880
45000;4685
45967;7501
44285;9351
19995;73409
46000;9448
41991;29528
46000;9550
45900;5646
43958;10629
42883;21866
45495;3087
44555;1779
32997;27665
44595;5327
38993;24030
42230;18006
44991;7153
43986;15560
21989;73182
15900;115464
32989;30458
43950;10541
46000;10905
44995;26774
24000;35647
13995;121929
44991;8364
35991;5852
34995;16778
35991;6289
45900;3191
44595;3974
33993;16540
21212;55070
44595;4350
45939;4075
46000;12608
29995;26460
46000;12646
45939;4225
45259;5284
13890;106875
44689;8458
44990;9103
32988;7943
44595;6292
44325;10780
44491;5890
43980;15621
45000;15834
44595;6757
36991;3475
41988;38558
5995;166641
34580;9701
46660;1610
45739;3222
36645;1556
43995;16462
46660;2100
4500;250001
44999;10000
42485;32506
46660;2599
19950;81310
46000;9774
34239;36498
45922;2475
36974;5559
26995;40100
46660;3786
44700;8728
46590;2199
33990;34531
16998;128477
26499;38698
18995;103334
22888;80724
34996;21834
43980;12473
21900;87253
46500;5737
45897;4882
45995;11084
46490;7926
46927;3172
45988;5954
45923;6857
16300;95412
44988;12414
20995;73775
22995;58293
35900;4617
19300;68454
46990;1157
42900;32674
36995;9166
17000;105277
43998;16537
43699;25393
42995;27296
44991;11057
44988;17302
42993;419
15500;122770
45900;10496
44998;10049
18998;90812
34942;28157
34599;33656
44995;11773
47995;3471
45900;9831
25990;41970
47995;4507
35980;11208
45488;6848
35927;28314
46990;4557
25437;54027
46500;4250
46500;4250
46500;4250
46500;4250
46500;4250
46500;4250
46500;4250
46500;4250
46500;4250
47988;5706
43995;19006
33495;40142
38771;515
43700;21099
13895;130197
46988;6389
36995;8304
41995;17455
45314;12381
45900;8977
38771;1554
47296;275
46911;468
46995;3485
43688;24713
43588;25972
43995;21104
45999;667
34660;47089
46471;56
23900;64627
46493;8005
46491;13445
45888;7955
44977;21548
46500;4931
46949;5188
46684;8886
42985;1733
41995;47278
46900;6262
47900;241
7995;172356
47000;7240
42929;9839
47990;1446
43991;30800
47981;2297
48500;911
13428;189368
46998;4075
46576;10151
46998;4443
46599;17507
45899;8399
47811;9948
37454;37945
46865;20849
35998;6162
46858;9909
48019;8713
46695;6028
47995;3001
34995;38530
47995;1004
47995;1382
44660;1175
47552;7807
47033;24224
20997;96309
37900;32990
47999;11857
37804;38505
37650;10
46980;13918
48400;6160
36495;32306
37441;13837
24995;77497
44988;132
38190;29913
48000;24030
24995;49470
47900;6001
49755;3407
48575;11327
48000;9283
26991;66441
36498;38524
23991;96001
48980;8379
37900;13474
39000;31678
49000;6876
36900;41899
48999;10360
49711;15388
47900;4661
44911;1484
47900;5270
29991;36061
37998;28549
46888;22465
40988;18891
47900;12256
48900;9997
29974;53812
48999;9620
30000;57350
39917;20386
31745;27339
24625;61532
29985;49769
41771;127
41771;670
29444;49130
26500;64256
41771;827
41771;897
28995;54994
48990;1001
31495;35620
13995;175000
41771;1945
41771;2053
41771;2605
51435;5
51435;5
39995;19469
49900;73
31988;38022
49939;9651
11875;193782
31981;30352
29995;44706
30989;52745
49986;401
31944;21654
32153;35389
31988;22953
29500;35388
51642;5400
29995;38683
36400;24911
4999;246431
50900;320
40897;18699
27998;55935
40991;2975
29866;50947
8999;90100
33900;27072
47995;22065
32000;47687
41975;10
41975;10
41775;10
28995;74824
52000;281
52000;380
52000;483
52000;555
49820;18702
32995;37072
37988;14724
39959;24810
42695;6087
31739;45131
33999;28210
31939;44465
52000;1858
41965;8
52000;2154
52000;2177
31990;20015
31968;43512
8000;150134
37998;29881
31988;37882
32929;34870
48995;16259
31997;29514
43479;5239
32498;43154
51771;484
40995;602
31755;49217
28991;74436
31000;64333
51435;10
51435;10
51435;10
51435;10
51435;10
51435;10
51435;10
51492;842
34492;18178
42000;23854
32983;34814
26991;54914
42788;23564
51969;2721
32999;33931
33929;30601
28987;68238
40850;10
32999;33457
31488;46187
51435;3063
51000;9168
34498;17711
30790;60185
31428;55207
51300;6365
29695;77365
33898;28023
34252;34470
51687;274
41995;17830
35900;20030
33993;29968
42977;12455
51692;2053
42995;25214
35998;12385
31995;48307
32995;40859
33991;40701
33988;36171
52995;8939
43498;173
30977;12361
41499;174
52000;10772
28900;65472
34291;38531
52000;11652
31988;46522
31495;48496
34752;14361
32997;50229
33656;35638
42500;16598
33999;31459
52498;1117
34482;37752
33592;43187
34590;30797
35517;15999
33900;29760
30991;65295
35988;24915
33499;34036
29991;80088
38140;8766
52597;3727
34900;18889
44771;1543
38176;9415
42771;69
44771;2411
44771;2423
35798;19354
52487;4659
45490;6614
31995;53301
52900;4250
45994;12536
34797;39500
31991;60215
35931;12558
31198;12440
42995;32009
34991;33181
51993;10127
37000;25292
31991;26423
34000;43194
53177;4012
34995;24660
46000;13175
36788;25068
43847;22994
34996;32186
34939;35552
39600;43073
35988;44886
35903;19768
37000;27403
35988;26322
36988;25305
44990;15545
32995;64526
37995;14274
53993;2361
33975;45960
34965;42693
54515;4040
35939;37748
53993;3953
35536;37177
37985;20445
35997;31324
35791;36612
37991;12435
34999;16928
35939;42134
17999;125009
43479;14259
37899;7100
36474;31894
26988;54268
38991;12097
37409;29644
37995;31367
36900;30708
17500;73823
38499;19330
40995;8367
37000;39456
43479;19334
36000;47409
51995;2005
34841;57982
35995;36548
39000;19019
47955;5440
38813;13704
36952;27069
44800;12662
36988;35149
44000;19487
38998;15698
38992;16389
36988;36592
37985;34882
39615;22150
37995;34534
40987;19619
44995;19951
37939;33776
47000;12022
51998;5870
40988;9202
38688;31972
34800;76502
41988;25898
39991;20501
40694;28849
36250;44912
45998;8993
39488;15738
42986;1237
38915;23873
41900;8143
39971;26840
41000;35513
38980;31323
39877;24822
57340;15
39988;30555
43000;12060
42929;12284
43499;10
38995;37073
39988;34793
38789;37508
43000;10
42798;20109
42499;10808
43826;14278
39940;32630
43998;5387
43990;990
41907;29935
44974;5225
47998;60
39583;36232
39999;14270
42489;17737
43998;6218
45991;137
41988;31976
40737;37700
39899;21159
45991;4745
44968;9779
23999;76513
45950;9878
45500;7694
46900;2758
46900;3702
47988;4225
50771;6194
46321;5064
46995;7290
43995;26879
46900;10825
46994;9406
51771;3532
51771;5003
48000;11691
47900;11158
49981;150
49981;180
49991;4044
50771;22
49900;6567
49988;10638
51771;495
51771;643
51771;782
51771;4943
57771;3684
50771;3805
50771;5273
51771;2300
51771;5879
51771;5894
21921;492220
84990;35234
89000;53349
99999;37203
162500;119
165888;374
165997;532
169929;1522
169998;197
175600;26
173998;543
164837;150
165399;52
164995;94
179360;10
169777;377
185995;75
188300;547
178999;611
189000;2535
179000;1672
179000;76
194000;2500
184000;119
34995;2701
38500;1790
37992;2990
38895;3008
38999;34
39000;10627
38975;8087
39488;6183
40888;2162
42522;906
42500;5726
42000;2340
42995;4297
42450;6185
43977;731
43977;780
43995;3748
46890;32
47835;19
46517;14171
47999;11485
37595;5835
50989;4259
55495;5639
55994;1835
56999;4645
56500;207
56999;5435
57950;8783
56950;7314
59880;3792
59995;3188
61443;2175
63522;7504
63995;817
69990;5915
74977;1802
76899;800
77420;2213
78987;1213
81000;6458
80950;914
81900;1770
88245;80
39795;93865
46795;64142
45000;79163
48900;73204
54990;26201
49999;118000
56400;61824
54995;101581
67000;24168
67995;28269
61998;92060
59980;88521
59995;113814
64000;77274
65999;52201
69995;35917
68988;75640
65927;24381
89999;49100
37995;44426
35000;68173
39828;37828
38550;53462
38000;66665
39995;53835
45900;10800
42994;46863
42988;67500
44950;26996
46950;21967
43990;24457
46400;29148
46000;25623
46995;6875
45888;28915
45990;25666
48995;7412
46950;18741
47200;27842
45695;49439
47990;23344
51986;7811
48880;32550
48998;23916
48991;38983
49995;18635
48900;32645
49998;18013
52500;13122
52995;22935
53649;6918
52500;26325
51500;39532
54995;20604
52995;17313
55950;11640
51500;27675
55997;27087
56950;22127
58975;41135
59000;14485
54900;20452
57500;24788
58774;14132
60000;26299
63995;29826
47900;34272
64995;47702
62888;10597
69888;12810
49977;37489
68990;29300
72000;30868
74000;5351
68995;33500
69888;28532
69997;19812
69888;35143
69995;43840
69995;10950
73999;15558
72490;35001
74996;18189
76800;3036
74885;33994
79995;12703
75900;6719
74998;5421
78888;26305
83315;4600
84500;4533
85000;11760
82000;11362
83000;57278
79999;6350
79999;20937
88500;33075
89990;1983
97000;3958
94999;7235
81993;15151
94999;15001
99991;2117
107000;3255
109990;4528
107007;2617
109000;21172
109718;27735
111500;15335
114880;1312
113888;10608
116900;2116
115000;16814
114922;16365
115958;5351
119880;10963
118900;8914
119950;4639
119950;1926
121900;2047
114950;31925
121990;13834
122590;7335
117890;29700
118900;18101
124880;5280
124900;16614
123902;15040
130000;3351
129980;5045
129900;7424
129934;5023
129992;7636
129000;17628
135000;1843
137982;3110
129147;1608
139500;1793
139999;8465
131500;2316
142499;868
139990;19339
144950;5610
147188;6557
149992;9338
152555;267
159007;17719
163990;8828
165970;5563
165000;17047
169988;2940
169900;5749
169950;6623
174875;12713
189980;7857
195980;6000
199974;1000
198980;10795
200000;13613
205488;783
204950;1028
209874;3492
212993;7028
219999;1847
219990;1923
229000;34
229880;1848
239950;891
6500;74520
9791;61473
7495;42065
9100;47500
7795;73289
5999;76105
7395;67758
4550;88243
6495;73915
3995;78668
17297;14559
7450;73275
10788;41072
9670;86786
7491;83027
8999;56293
12995;47093
7991;65997
12995;43772
12990;61376
15995;52914
7100;87184
9995;74234
4995;92592
7349;64949
6700;90106
9995;68167
10229;68922
7988;67438
6490;77106
6995;79813
6995;80255
14500;56315
10998;84562
14690;40212
9995;81351
6999;90110
16988;32817
8000;78336
5995;102508
12854;49613
8900;85470
16994;22461
8700;79965
7798;64638
11499;63284
4500;104648
12992;42320
8300;93832
7990;83127
6995;83800
14995;65078
15793;33625
8477;75435
12891;55211
5995;96893
11999;59190
16500;13798
16995;16493
7990;88413
7550;79000
14995;49564
12995;56643
16994;26013
9995;67387
6997;115244
7694;101419
6980;97943
8995;79711
9988;59211
8987;55585
15497;35938
10898;90562
9991;93752
7450;81506
12999;57970
9250;68817
9995;25602
3999;97852
8000;84190
7990;75864
11016;65039
5995;108883
13990;38509
6820;82040
12489;66605
17994;16378
6980;80335
9995;61323
6977;85258
7350;84890
16295;28897
10970;75837
10499;72917
8125;95790
7384;109572
8994;82627
12403;50217
12986;60422
11395;62479
9991;80765
7999;86197
5500;99163
8593;78952
7499;75351
5995;102225
9330;62066
17994;18026
14999;54162
14477;60554
8750;86536
8995;100834
8988;49350
7995;78570
7995;87200
16999;30469
5999;102786
6995;82445
5450;101178
9500;69700
8988;75970
17495;25200
7950;80000
7495;85775
6880;93356
10950;72044
11581;85729
4500;117359
6949;84314
8999;85508
15491;60152
16495;38300
9797;67400
10850;80536
7999;90491
15596;32344
14499;45566
14700;57366
6999;101584
15994;58677
7988;81283
16999;33051
20000;22560
8788;72008
14999;52918
6999;85160
8995;78827
14999;32585
8495;85182
16000;67350
18500;27285
7872;84204
7950;74678
9999;104218
12590;53285
6412;101951
7990;91566
7500;101830
12517;71418
7595;96592
10500;70402
5623;107640
13895;64048
13798;57881
13975;50995
8980;81527
9680;87025
5999;116485
9988;91067
17477;40939
13995;71864
10259;98219
9500;85740
9800;79550
13980;61053
13375;72241
13828;59636
5999;91106
11990;53483
8495;69800
11577;49975
9900;96000
13990;46757
12986;67452
9995;77786
17499;30433
5995;108821
16500;40030
6990;96912
15790;25560
7735;95534
8500;113484
14588;48768
11695;77142
10698;67218
3399;114967
7995;94026
10500;63956
8990;90838
9395;103211
5995;109757
15950;61205
10950;58923
6979;105517
12950;52167
12990;65826
12900;61649
13975;45224
12998;69285
7991;78103
12950;52817
8999;91952
11799;69599
4995;98652
15220;56126
16499;36486
11950;65512
6995;116711
11385;84192
6977;56793
5500;100443
12913;54274
6995;82571
17995;39861
10920;69880
6991;79768
15995;64066
5995;69109
6995;100082
7200;106336
13888;44302
7599;97413
13594;82211
11751;87366
9995;64326
5988;108000
7599;101961
16700;44048
5995;121449
9988;82000
3995;119806
10495;58799
17885;43080
6998;85288
8495;91604
9965;91124
20999;9880
5974;105221
12500;69555
9000;77350
12333;63015
7950;90004
7950;72815
5990;105099
9995;99870
8499;100750
7581;95813
5949;114305
8500;100890
12990;64046
10995;70976
9667;95719
9692;102367
13965;66924
13924;44626
16890;33678
6999;119564
19399;36637
18495;29257
12500;79858
5999;106152
16290;48255
7990;108016
8985;104672
9653;101440
10988;80596
14412;57832
11995;68525
10975;93948
5995;130155
17995;30838
16999;42841
14990;61972
14425;59927
18873;36745
11500;66130
6499;135000
10995;72397
5700;93232
13985;45068
12750;89699
11200;79900
12951;49000
9995;93204
8995;88151
12585;73635
15815;46087
13085;64855
7294;108817
13991;68126
7200;92875
12950;58209
8999;101711
15977;39150
16888;55097
13999;45673
7989;92301
9299;85142
18501;36118
9900;86608
17999;32083
9995;94168
13989;72016
14790;62382
7995;101300
10090;84780
15974;51436
12995;96525
12955;50444
15991;73402
7232;112859
8500;78385
11990;80944
9499;75075
7561;116266
9491;107319
10999;74286
6109;101130
11990;71002
10499;97687
16999;45277
9398;108365
11990;72577
10988;74826
6995;114320
7999;76468
19109;34168
11999;71358
13299;55851
5895;136123
14500;73757
8995;81796
4995;104250
15990;49243
8495;87971
17995;32017
16945;46778
8995;90318
17393;33953
16394;58087
8995;82264
12888;76734
8641;107053
6995;106544
11695;75854
9791;100008
9890;89081
12950;60830
7998;103338
11495;104281
7399;93529
18194;43814
8725;96188
9987;79829
14950;63120
15477;52226
14995;62658
10985;93776
13995;75950
9995;79992
11995;90375
20218;23578
9195;89712
18695;26925
14888;64261
17999;35548
7488;110609
10725;80239
4963;140588
18092;47897
11950;93842
10995;102935
5990;103086
13500;86027
12998;80156
17999;35922
18999;35962
16488;42630
15477;49179
7896;90026
3999;114625
8999;101465
10149;113169
14557;76753
10999;77504
6495;114676
11551;79657
12490;85559
5695;90002
12490;59793
14495;61497
9500;87305
7995;105470
8299;101876
5495;92697
19000;40149
16888;41583
15700;49602
8995;93750
5999;86845
7880;112284
10980;108699
7375;104790
10500;93000
8999;111216
8499;108658
17895;57064
7990;97712
7950;81006
9950;99974
12269;77020
14391;67283
9900;57645
19991;21811
8990;94440
17999;46153
9495;88443
15975;36254
15999;74162
17441;19788
14477;54568
13999;51748
9950;92000
12775;69903
11495;107072
19290;30397
9994;95373
19995;34539
12993;81976
10499;82403
12500;88772
19500;20503
5456;135314
9995;74775
10995;88579
13595;57280
5999;123000
19999;18699
11900;69211
15690;61922
9000;87000
10789;91266
15985;61624
15888;38492
9666;113447
7998;104380
15300;68436
12991;56278
6995;119897
9993;92421
7195;91721
13888;74468
5979;118542
9375;99942
16937;43396
18493;33267
18999;40870
13888;85902
12995;73900
20000;44823
13995;61887
12999;78441
8995;104992
18993;39702
6900;121723
8995;87934
12995;74180
17380;29282
11995;94950
8950;118755
16942;52599
11199;95982
12590;79309
7995;91668
15985;59250
12950;66441
15500;53754
5995;116014
12995;74785
15950;56431
14988;63706
3850;116248
17997;49284
11995;86977
17000;43909
10199;91415
17499;37922
11999;69805
11995;69856
5998;99220
9099;104941
18495;27871
18323;54717
13919;46964
7495;107130
18988;34857
11995;87410
5000;140912
19895;26731
11988;88994
12481;73028
12486;93492
10988;92277
5999;108262
17995;49868
6395;129393
16741;47746
12988;58779
20388;21400
13964;89290
20436;37428
12995;84856
18887;37095
7995;119500
12990;50779
17990;50908
19975;24632
14995;69859
12999;77923
11995;97463
17400;56687
19529;44396
8995;107948
16995;46020
17555;39282
15500;64085
6995;97717
14849;75369
18395;29254
4995;113261
18995;30745
18995;30749
10795;106951
12495;91906
11877;90762
18835;45011
9999;96245
13695;68976
18988;40115
8995;91315
16590;69554
18999;31118
7577;123247
10989;93209
21997;3661
17892;50753
10417;91697
6995;124390
18997;31469
9794;113519
17499;49584
7990;78128
17449;41700
8999;109208
8999;126426
15281;69045
13890;67630
16398;47283
18786;48293
14000;85311
11400;80577
10445;92148
15998;71807
13917;77550
17988;56822
9895;107643
12490;86235
5500;126210
18999;36552
6994;138175
12995;70404
17795;47008
8990;94428
7995;87810
7995;105058
17987;57469
8999;93104
6890;127128
8999;93142
19995;20949
18995;34282
8775;113091
5995;120788
18986;41961
11999;74466
18987;45120
4999;124409
13900;77499
18968;47264
8995;93650
6490;98075
14899;57053
15995;72556
12875;73001
17984;53864
11494;90867
13998;74509
7900;107399
18899;39342
9999;99489
14998;65230
11703;97647
8595;116685
13499;66324
21995;24132
17500;52605
14611;70271
8500;109528
5500;111260
14950;74867
17268;59100
5488;120061
5499;120131
19344;30873
6990;111000
18494;39325
19000;35205
6490;108465
4250;135450
9904;101784
20995;11223
15995;62888
10899;89884
19995;23346
7999;116262
17000;50910
8988;95879
13995;78591
18799;38000
14720;71411
19777;26254
10995;89056
10900;107430
18234;44970
21495;31379
19988;35040
15490;60945
18995;61450
6500;153851
6991;133781
6999;86138
9995;93070
13500;85332
21997;17420
20483;33374
19949;32711
11550;111537
10999;89996
7169;110334
8988;103244
19999;28761
14950;59850
19450;31482
18999;36945
16995;43879
6998;129963
12992;71053
17115;51418
15595;61195
11800;98369
5995;116691
11995;96144
8988;89439
9985;111853
10333;107688
19799;32233
11995;79212
5295;134127
15490;63000
14899;70123
17499;56023
22159;27553
18940;31136
12000;96647
7495;116569
18991;49447
16949;54320
15495;46033
10895;110118
5999;117561
12995;93569
12052;80454
20993;33208
8475;113781
20675;24675
7997;133483
12995;93829
10499;115300
16990;54360
18400;46956
13999;64649
18990;44402
11888;77733
15993;71886
18890;42645
12485;74378
20450;21479
17500;30352
17000;54582
22500;31067
19999;35788
18500;36642
11997;93753
17999;42710
6802;126041
9287;96114
5995;135779
16995;47585
13998;73870
11995;80795
18888;35405
6995;132463
9988;105046
10995;93006
10988;97316
13999;65455
8995;91360
10577;103288
20410;29513
10000;96607
20500;21814
21577;13628
21299;20844
18996;40000
19294;49237
10000;115246
17775;48708
18350;43850
19991;32340
22995;15728
7700;107545
20888;27471
6040;137500
11950;102000
19900;16739
19944;43714
14000;57837
20290;25281
6750;128215
19441;19371
20924;32199
19995;37700
13980;58549
20395;24314
20450;44207
11995;73988
8925;102480
14999;80988
22494;28883
16000;77891
21500;49689
12988;88334
10495;118421
4988;141848
13298;100642
19591;38933
16900;60861
18550;47392
7995;140119
21000;22090
19490;44760
19795;44702
15495;67300
13588;64488
7450;104040
5999;147412
20500;45351
15995;72524
19990;39273
10995;113212
8249;129090
20888;19884
18667;51712
20751;33482
17995;63700
13960;60769
10995;122296
5995;105110
20340;43192
15900;71848
5500;137040
19988;41760
11995;110503
16795;61372
9999;126052
17498;62962
7999;133029
19425;38539
18990;52389
20999;28216
12995;98878
13499;84221
7980;116362
9999;117858
18490;50125
16000;54318
12900;110101
11780;87984
13993;90483
19199;41748
16777;70938
19995;32313
17485;53959
10850;110550
13950;79416
16990;51440
13995;78920
20550;21699
21495;14414
9499;115910
18990;44703
13999;87629
7990;99869
18750;47713
14495;55987
22500;33835
14950;60403
14488;90592
13000;91318
19250;41930
21890;24231
8999;113851
12900;66882
21495;23600
17593;53186
18700;40141
19995;33167
22922;29645
17900;66497
7995;100360
16232;69385
6892;105105
2950;144003
5500;122000
13995;62716
18875;53198
20966;39138
15449;88348
8595;119291
3450;129699
14995;76727
15994;26443
20877;43506
20902;32665
7991;123135
19498;55634
15549;70174
18402;53026
18975;46135
18991;49307
19300;42234
20995;34050
19987;33979
17977;62092
6190;165872
20995;30600
13500;89548
20493;36704
9750;123123
19000;37528
18995;54800
13995;72034
20393;29388
19991;25640
5995;99617
11991;113416
18552;65635
19900;35385
6495;119446
17999;58325
14795;96912
17995;49917
16677;65887
12995;84511
18999;55216
22800;26983
21999;14670
17641;75131
11750;91079
22500;18369
21999;19299
20650;45321
15300;80410
9900;56724
18988;47110
13995;95815
11988;88440
18999;29953
14495;75772
8999;57050
23299;12807
20578;39754
16933;95545
8500;139000
14912;70862
11995;88854
15399;39272
19500;41491
13800;90903
18414;44971
14998;78647
5900;136650
4995;121811
16900;58995
13995;82300
17988;51449
15741;86428
20197;34422
15487;55836
12997;94462
19999;44603
19999;36081
18622;25929
4998;75996
11998;89564
24293;1898
11988;89886
19990;45127
19993;45097
20790;27042
19462;39785
18995;57400
11995;90120
20581;41207
16895;67762
14222;89672
18995;57900
19000;49274
6999;137035
17995;44198
21295;62516
19999;50897
22999;14052
19250;39134
6995;133936
14995;55016
19888;39100
15704;72342
13996;93312
14995;63739
19999;42961
21300;35263
20995;32413
20993;26088
19950;38733
13997;55052
19279;67466
16999;18947
14695;76421
20800;28718
20000;43192
19980;50820
18727;59620
21408;18449
13995;67790
20980;26714
9995;107451
21591;44171
19994;41915
18988;61927
4998;124869
14878;68729
6495;141306
9950;116905
13999;85376
19490;45058
18995;35135
16995;67924
18105;54567
15995;71642
18990;51340
11500;69737
12494;95279
16997;49675
10995;113384
20988;36083
6495;98819
20987;35003
17995;72227
14981;90666
16887;64546
16995;67216
21483;40788
18789;45660
6995;145975
16994;20627
11995;93330
19951;47813
21491;44691
21991;20207
21485;35491
3990;129990
19900;46739
19489;42561
18997;62041
21944;31655
21495;22561
19863;57762
6995;111248
20799;44674
20690;32523
20488;34970
18488;64588
19798;43377
8995;120000
18197;57295
20490;43732
21000;29113
14959;84756
14995;80012
21995;30692
10660;125992
17993;10222
20976;29900
17300;61227
10998;98500
20775;32398
20991;39354
14988;78077
18900;55121
22378;24596
22750;20790
21581;34206
19461;56053
5900;151152
13950;80404
21995;24352
16499;28680
17995;57552
16135;69328
15465;61371
17429;81714
22255;20920
20990;30288
14991;85336
23430;9558
17774;80121
17977;66786
20447;41283
21485;24597
20490;45184
21450;25135
19990;42727
16353;77947
21000;30602
12448;82030
22000;35219
21493;24719
20000;49225
20490;45432
3995;102606
19900;52562
14995;68708
9500;53629
17995;58408
18995;51941
5490;148884
19996;42997
17977;58764
18987;62684
10995;117136
6795;133336
17386;75861
5991;139226
12495;107864
19991;43405
21867;35368
17480;82295
18999;60426
20993;31604
22500;42984
9995;86710
14497;92779
20888;37455
17990;59723
22315;33496
